[RUN #1 1%,   0 secs]  2 threads:        1520 ops,    1525 (avg:    1525) ops/sec, 1.55MB/sec (avg: 1.55MB/sec),  5.22 (avg:  5.22) msec latency
[RUN #1 26%,  23 secs]  2 threads:       38590 ops,    1671 (avg:    1671) ops/sec, 1.70MB/sec (avg: 1.70MB/sec),  4.78 (avg:  4.78) msec latency
[RUN #1 27%,  24 secs]  2 threads:       40257 ops,    1660 (avg:    1671) ops/sec, 1.69MB/sec (avg: 1.70MB/sec),  4.80 (avg:  4.78) msec latency
[RUN #1 28%,  25 secs]  2 threads:       41948 ops,    1684 (avg:    1671) ops/sec, 1.71MB/sec (avg: 1.70MB/sec),  4.76 (avg:  4.78) msec latency
[RUN #1 29%,  26 secs]  2 threads:       43571 ops,    1616 (avg:    1669) ops/sec, 1.64MB/sec (avg: 1.69MB/sec),  4.94 (avg:  4.79) msec latency
[RUN #1 30%,  27 secs]  2 threads:       45209 ops,    1631 (avg:    1668) ops/sec, 1.66MB/sec (avg: 1.69MB/sec),  4.88 (avg:  4.79) msec latency
[RUN #1 31%,  28 secs]  2 threads:       46861 ops,    1645 (avg:    1667) ops/sec, 1.67MB/sec (avg: 1.69MB/sec),  4.87 (avg:  4.79) msec latency
[RUN #1 32%,  29 secs]  2 threads:       48557 ops,    1689 (avg:    1668) ops/sec, 1.71MB/sec (avg: 1.69MB/sec),  4.74 (avg:  4.79) msec latency
[RUN #1 33%,  30 secs]  2 threads:       50210 ops,    1645 (avg:    1667) ops/sec, 1.67MB/sec (avg: 1.69MB/sec),  4.85 (avg:  4.79) msec latency
[RUN #1 35%,  31 secs]  2 threads:       51887 ops,    1670 (avg:    1667) ops/sec, 1.70MB/sec (avg: 1.69MB/sec),  4.79 (avg:  4.79) msec latency
[RUN #1 36%,  32 secs]  2 threads:       53555 ops,    1661 (avg:    1667) ops/sec, 1.69MB/sec (avg: 1.69MB/sec),  4.81 (avg:  4.79) msec latency
[RUN #1 37%,  33 secs]  2 threads:       55245 ops,    1683 (avg:    1667) ops/sec, 1.71MB/sec (avg: 1.69MB/sec),  4.76 (avg:  4.79) msec latency
[RUN #1 38%,  34 secs]  2 threads:       56938 ops,    1686 (avg:    1668) ops/sec, 1.71MB/sec (avg: 1.69MB/sec),  4.73 (avg:  4.79) msec latency
[RUN #1 39%,  35 secs]  2 threads:       58636 ops,    1691 (avg:    1668) ops/sec, 1.72MB/sec (avg: 1.69MB/sec),  4.73 (avg:  4.79) msec latency
[RUN #1 40%,  36 secs]  2 threads:       60365 ops,    1722 (avg:    1670) ops/sec, 1.75MB/sec (avg: 1.70MB/sec),  4.66 (avg:  4.79) msec latency
[RUN #1 41%,  37 secs]  2 threads:       62023 ops,    1651 (avg:    1669) ops/sec, 1.68MB/sec (avg: 1.70MB/sec),  4.84 (avg:  4.79) msec latency
[RUN #1 42%,  38 secs]  2 threads:       63689 ops,    1659 (avg:    1669) ops/sec, 1.68MB/sec (avg: 1.69MB/sec),  4.80 (avg:  4.79) msec latency
[RUN #1 43%,  39 secs]  2 threads:       65322 ops,    1626 (avg:    1668) ops/sec, 1.65MB/sec (avg: 1.69MB/sec),  4.92 (avg:  4.79) msec latency
[RUN #1 45%,  40 secs]  2 threads:       67046 ops,    1717 (avg:    1669) ops/sec, 1.74MB/sec (avg: 1.69MB/sec),  4.67 (avg:  4.79) msec latency
[RUN #1 46%,  41 secs]  2 threads:       68739 ops,    1686 (avg:    1670) ops/sec, 1.71MB/sec (avg: 1.70MB/sec),  4.73 (avg:  4.79) msec latency
[RUN #1 47%,  42 secs]  2 threads:       70419 ops,    1673 (avg:    1670) ops/sec, 1.70MB/sec (avg: 1.70MB/sec),  4.77 (avg:  4.79) msec latency
[RUN #1 48%,  43 secs]  2 threads:       72116 ops,    1690 (avg:    1670) ops/sec, 1.72MB/sec (avg: 1.70MB/sec),  4.73 (avg:  4.78) msec latency
[RUN #1 49%,  44 secs]  2 threads:       73811 ops,    1688 (avg:    1671) ops/sec, 1.71MB/sec (avg: 1.70MB/sec),  4.74 (avg:  4.78) msec latency
[RUN #1 50%,  45 secs]  2 threads:       75512 ops,    1694 (avg:    1671) ops/sec, 1.72MB/sec (avg: 1.70MB/sec),  4.72 (avg:  4.78) msec latency
[RUN #1 51%,  46 secs]  2 threads:       77243 ops,    1724 (avg:    1672) ops/sec, 1.75MB/sec (avg: 1.70MB/sec),  4.63 (avg:  4.78) msec latency
[RUN #1 52%,  47 secs]  2 threads:       78904 ops,    1654 (avg:    1672) ops/sec, 1.68MB/sec (avg: 1.70MB/sec),  4.82 (avg:  4.78) msec latency
[RUN #1 54%,  48 secs]  2 threads:       80621 ops,    1710 (avg:    1673) ops/sec, 1.74MB/sec (avg: 1.70MB/sec),  4.69 (avg:  4.78) msec latency
[RUN #1 55%,  49 secs]  2 threads:       82308 ops,    1680 (avg:    1673) ops/sec, 1.71MB/sec (avg: 1.70MB/sec),  4.76 (avg:  4.78) msec latency
[RUN #1 56%,  50 secs]  2 threads:       83931 ops,    1616 (avg:    1672) ops/sec, 1.64MB/sec (avg: 1.70MB/sec),  4.95 (avg:  4.78) msec latency
[RUN #1 57%,  51 secs]  2 threads:       85671 ops,    1733 (avg:    1673) ops/sec, 1.76MB/sec (avg: 1.70MB/sec),  4.61 (avg:  4.78) msec latency
[RUN #1 58%,  52 secs]  2 threads:       87327 ops,    1649 (avg:    1672) ops/sec, 1.67MB/sec (avg: 1.70MB/sec),  4.86 (avg:  4.78) msec latency
[RUN #1 59%,  53 secs]  2 threads:       89011 ops,    1677 (avg:    1672) ops/sec, 1.70MB/sec (avg: 1.70MB/sec),  4.76 (avg:  4.78) msec latency
[RUN #1 60%,  54 secs]  2 threads:       90721 ops,    1703 (avg:    1673) ops/sec, 1.73MB/sec (avg: 1.70MB/sec),  4.69 (avg:  4.78) msec latency
[RUN #1 61%,  55 secs]  2 threads:       92408 ops,    1680 (avg:    1673) ops/sec, 1.71MB/sec (avg: 1.70MB/sec),  4.77 (avg:  4.78) msec latency
[RUN #1 62%,  56 secs]  2 threads:       94048 ops,    1633 (avg:    1672) ops/sec, 1.66MB/sec (avg: 1.70MB/sec),  4.89 (avg:  4.78) msec latency
[RUN #1 64%,  57 secs]  2 threads:       95701 ops,    1646 (avg:    1672) ops/sec, 1.67MB/sec (avg: 1.70MB/sec),  4.85 (avg:  4.78) msec latency
[RUN #1 65%,  58 secs]  2 threads:       97421 ops,    1713 (avg:    1673) ops/sec, 1.74MB/sec (avg: 1.70MB/sec),  4.67 (avg:  4.78) msec latency
[RUN #1 66%,  59 secs]  2 threads:       99130 ops,    1702 (avg:    1673) ops/sec, 1.73MB/sec (avg: 1.70MB/sec),  4.70 (avg:  4.78) msec latency
[RUN #1 67%,  60 secs]  2 threads:      100880 ops,    1743 (avg:    1674) ops/sec, 1.77MB/sec (avg: 1.70MB/sec),  4.59 (avg:  4.77) msec latency
[RUN #1 68%,  61 secs]  2 threads:      102575 ops,    1688 (avg:    1675) ops/sec, 1.71MB/sec (avg: 1.70MB/sec),  4.73 (avg:  4.77) msec latency
[RUN #1 69%,  62 secs]  2 threads:      104291 ops,    1709 (avg:    1675) ops/sec, 1.74MB/sec (avg: 1.70MB/sec),  4.68 (avg:  4.77) msec latency
[RUN #1 70%,  63 secs]  2 threads:      105966 ops,    1668 (avg:    1675) ops/sec, 1.69MB/sec (avg: 1.70MB/sec),  4.79 (avg:  4.77) msec latency
[RUN #1 71%,  64 secs]  2 threads:      107596 ops,    1623 (avg:    1674) ops/sec, 1.65MB/sec (avg: 1.70MB/sec),  4.93 (avg:  4.77) msec latency
[RUN #1 73%,  65 secs]  2 threads:      109264 ops,    1661 (avg:    1674) ops/sec, 1.69MB/sec (avg: 1.70MB/sec),  4.82 (avg:  4.77) msec latency
[RUN #1 74%,  66 secs]  2 threads:      110931 ops,    1660 (avg:    1674) ops/sec, 1.69MB/sec (avg: 1.70MB/sec),  4.82 (avg:  4.77) msec latency
[RUN #1 75%,  67 secs]  2 threads:      112604 ops,    1666 (avg:    1674) ops/sec, 1.69MB/sec (avg: 1.70MB/sec),  4.80 (avg:  4.77) msec latency
[RUN #1 76%,  68 secs]  2 threads:      114235 ops,    1624 (avg:    1673) ops/sec, 1.65MB/sec (avg: 1.70MB/sec),  4.92 (avg:  4.78) msec latency
[RUN #1 77%,  69 secs]  2 threads:      115828 ops,    1586 (avg:    1672) ops/sec, 1.61MB/sec (avg: 1.70MB/sec),  5.03 (avg:  4.78) msec latency
[RUN #1 78%,  70 secs]  2 threads:      117480 ops,    1645 (avg:    1671) ops/sec, 1.67MB/sec (avg: 1.70MB/sec),  4.87 (avg:  4.78) msec latency
[RUN #1 79%,  71 secs]  2 threads:      119061 ops,    1574 (avg:    1670) ops/sec, 1.60MB/sec (avg: 1.70MB/sec),  5.07 (avg:  4.79) msec latency
[RUN #1 80%,  72 secs]  2 threads:      120661 ops,    1593 (avg:    1669) ops/sec, 1.62MB/sec (avg: 1.69MB/sec),  5.02 (avg:  4.79) msec latency
[RUN #1 81%,  73 secs]  2 threads:      122273 ops,    1605 (avg:    1668) ops/sec, 1.63MB/sec (avg: 1.69MB/sec),  4.97 (avg:  4.79) msec latency
[RUN #1 83%,  74 secs]  2 threads:      123886 ops,    1606 (avg:    1667) ops/sec, 1.63MB/sec (avg: 1.69MB/sec),  4.98 (avg:  4.79) msec latency
[RUN #1 84%,  75 secs]  2 threads:      125509 ops,    1615 (avg:    1666) ops/sec, 1.64MB/sec (avg: 1.69MB/sec),  4.96 (avg:  4.80) msec latency
[RUN #1 85%,  76 secs]  2 threads:      127140 ops,    1625 (avg:    1666) ops/sec, 1.65MB/sec (avg: 1.69MB/sec),  4.93 (avg:  4.80) msec latency
[RUN #1 86%,  77 secs]  2 threads:      128793 ops,    1646 (avg:    1666) ops/sec, 1.67MB/sec (avg: 1.69MB/sec),  4.85 (avg:  4.80) msec latency
[RUN #1 87%,  78 secs]  2 threads:      130486 ops,    1686 (avg:    1666) ops/sec, 1.71MB/sec (avg: 1.69MB/sec),  4.74 (avg:  4.80) msec latency
[RUN #1 88%,  79 secs]  2 threads:      132126 ops,    1633 (avg:    1665) ops/sec, 1.66MB/sec (avg: 1.69MB/sec),  4.90 (avg:  4.80) msec latency
[RUN #1 89%,  80 secs]  2 threads:      133816 ops,    1683 (avg:    1666) ops/sec, 1.71MB/sec (avg: 1.69MB/sec),  4.74 (avg:  4.80) msec latency
[RUN #1 90%,  81 secs]  2 threads:      135457 ops,    1634 (avg:    1665) ops/sec, 1.66MB/sec (avg: 1.69MB/sec),  4.90 (avg:  4.80) msec latency
[RUN #1 91%,  82 secs]  2 threads:      137093 ops,    1629 (avg:    1665) ops/sec, 1.65MB/sec (avg: 1.69MB/sec),  4.91 (avg:  4.80) msec latency
[RUN #1 93%,  83 secs]  2 threads:      138709 ops,    1609 (avg:    1664) ops/sec, 1.63MB/sec (avg: 1.69MB/sec),  4.95 (avg:  4.80) msec latency
[RUN #1 94%,  84 secs]  2 threads:      140358 ops,    1642 (avg:    1664) ops/sec, 1.67MB/sec (avg: 1.69MB/sec),  4.88 (avg:  4.80) msec latency
[RUN #1 95%,  85 secs]  2 threads:      142033 ops,    1668 (avg:    1664) ops/sec, 1.69MB/sec (avg: 1.69MB/sec),  4.79 (avg:  4.80) msec latency
[RUN #1 96%,  86 secs]  2 threads:      143711 ops,    1671 (avg:    1664) ops/sec, 1.70MB/sec (avg: 1.69MB/sec),  4.78 (avg:  4.80) msec latency
[RUN #1 97%,  87 secs]  2 threads:      145348 ops,    1630 (avg:    1664) ops/sec, 1.66MB/sec (avg: 1.69MB/sec),  4.91 (avg:  4.80) msec latency
[RUN #1 98%,  88 secs]  2 threads:      147021 ops,    1666 (avg:    1664) ops/sec, 1.69MB/sec (avg: 1.69MB/sec),  4.81 (avg:  4.80) msec latency
[RUN #1 99%,  89 secs]  2 threads:      148816 ops,    1787 (avg:    1665) ops/sec, 1.81MB/sec (avg: 1.69MB/sec),  4.46 (avg:  4.80) msec latency
