[RUN #1 10%,   9 secs]  1 threads:       11201 ops,    1247 (avg:    1240) ops/sec, 1.15MB/sec (avg: 1.14MB/sec),  3.22 (avg:  3.22) msec latency
[RUN #1 25%,  22 secs]  1 threads:       27403 ops,    1226 (avg:    1240) ops/sec, 1.12MB/sec (avg: 1.14MB/sec),  3.25 (avg:  3.21) msec latency
[RUN #1 26%,  23 secs]  1 threads:       28603 ops,    1195 (avg:    1238) ops/sec, 1.06MB/sec (avg: 1.14MB/sec),  3.34 (avg:  3.22) msec latency
[RUN #1 27%,  24 secs]  1 threads:       29851 ops,    1238 (avg:    1238) ops/sec, 1.14MB/sec (avg: 1.14MB/sec),  3.22 (avg:  3.22) msec latency
[RUN #1 28%,  25 secs]  1 threads:       31086 ops,    1225 (avg:    1238) ops/sec, 1.12MB/sec (avg: 1.14MB/sec),  3.27 (avg:  3.22) msec latency
[RUN #1 29%,  26 secs]  1 threads:       32369 ops,    1277 (avg:    1239) ops/sec, 1.19MB/sec (avg: 1.14MB/sec),  3.11 (avg:  3.22) msec latency
[RUN #1 30%,  27 secs]  1 threads:       33620 ops,    1246 (avg:    1240) ops/sec, 1.14MB/sec (avg: 1.14MB/sec),  3.20 (avg:  3.22) msec latency
[RUN #1 31%,  28 secs]  1 threads:       34874 ops,    1248 (avg:    1240) ops/sec, 1.14MB/sec (avg: 1.14MB/sec),  3.20 (avg:  3.22) msec latency
[RUN #1 32%,  29 secs]  1 threads:       36139 ops,    1259 (avg:    1240) ops/sec, 1.15MB/sec (avg: 1.14MB/sec),  3.17 (avg:  3.21) msec latency
[RUN #1 33%,  30 secs]  1 threads:       37371 ops,    1227 (avg:    1240) ops/sec, 1.13MB/sec (avg: 1.14MB/sec),  3.25 (avg:  3.22) msec latency
[RUN #1 35%,  31 secs]  1 threads:       38647 ops,    1270 (avg:    1241) ops/sec, 1.17MB/sec (avg: 1.14MB/sec),  3.14 (avg:  3.21) msec latency
[RUN #1 36%,  32 secs]  1 threads:       39878 ops,    1226 (avg:    1241) ops/sec, 1.13MB/sec (avg: 1.14MB/sec),  3.25 (avg:  3.21) msec latency
[RUN #1 37%,  33 secs]  1 threads:       41129 ops,    1245 (avg:    1241) ops/sec, 1.13MB/sec (avg: 1.14MB/sec),  3.20 (avg:  3.21) msec latency
[RUN #1 38%,  34 secs]  1 threads:       42370 ops,    1236 (avg:    1241) ops/sec, 1.14MB/sec (avg: 1.14MB/sec),  3.23 (avg:  3.21) msec latency
[RUN #1 39%,  35 secs]  1 threads:       43607 ops,    1232 (avg:    1240) ops/sec, 1.12MB/sec (avg: 1.14MB/sec),  3.24 (avg:  3.22) msec latency
[RUN #1 40%,  36 secs]  1 threads:       44902 ops,    1289 (avg:    1242) ops/sec, 1.18MB/sec (avg: 1.14MB/sec),  3.10 (avg:  3.21) msec latency
[RUN #1 41%,  37 secs]  1 threads:       46190 ops,    1282 (avg:    1243) ops/sec, 1.17MB/sec (avg: 1.14MB/sec),  3.11 (avg:  3.21) msec latency
[RUN #1 42%,  38 secs]  1 threads:       47406 ops,    1211 (avg:    1242) ops/sec, 1.13MB/sec (avg: 1.14MB/sec),  3.29 (avg:  3.21) msec latency
[RUN #1 44%,  39 secs]  1 threads:       48626 ops,    1214 (avg:    1241) ops/sec, 1.10MB/sec (avg: 1.14MB/sec),  3.29 (avg:  3.21) msec latency
[RUN #1 45%,  40 secs]  1 threads:       49867 ops,    1236 (avg:    1241) ops/sec, 1.14MB/sec (avg: 1.14MB/sec),  3.21 (avg:  3.21) msec latency
[RUN #1 46%,  41 secs]  1 threads:       51110 ops,    1238 (avg:    1241) ops/sec, 1.13MB/sec (avg: 1.14MB/sec),  3.24 (avg:  3.21) msec latency
[RUN #1 47%,  42 secs]  1 threads:       52368 ops,    1252 (avg:    1241) ops/sec, 1.13MB/sec (avg: 1.14MB/sec),  3.18 (avg:  3.21) msec latency
[RUN #1 48%,  43 secs]  1 threads:       53653 ops,    1279 (avg:    1242) ops/sec, 1.16MB/sec (avg: 1.14MB/sec),  3.12 (avg:  3.21) msec latency
[RUN #1 49%,  44 secs]  1 threads:       54921 ops,    1262 (avg:    1243) ops/sec, 1.17MB/sec (avg: 1.14MB/sec),  3.16 (avg:  3.21) msec latency
[RUN #1 50%,  45 secs]  1 threads:       56189 ops,    1262 (avg:    1243) ops/sec, 1.15MB/sec (avg: 1.14MB/sec),  3.16 (avg:  3.21) msec latency
[RUN #1 51%,  46 secs]  1 threads:       57425 ops,    1231 (avg:    1243) ops/sec, 1.14MB/sec (avg: 1.14MB/sec),  3.25 (avg:  3.21) msec latency
[RUN #1 52%,  47 secs]  1 threads:       58717 ops,    1286 (avg:    1244) ops/sec, 1.19MB/sec (avg: 1.14MB/sec),  3.10 (avg:  3.21) msec latency
[RUN #1 54%,  48 secs]  1 threads:       60010 ops,    1287 (avg:    1245) ops/sec, 1.15MB/sec (avg: 1.14MB/sec),  3.10 (avg:  3.20) msec latency
[RUN #1 55%,  49 secs]  1 threads:       61318 ops,    1302 (avg:    1246) ops/sec, 1.16MB/sec (avg: 1.14MB/sec),  3.06 (avg:  3.20) msec latency
[RUN #1 56%,  50 secs]  1 threads:       62649 ops,    1325 (avg:    1247) ops/sec, 1.25MB/sec (avg: 1.14MB/sec),  3.01 (avg:  3.20) msec latency
[RUN #1 57%,  51 secs]  1 threads:       63925 ops,    1270 (avg:    1248) ops/sec, 1.21MB/sec (avg: 1.15MB/sec),  3.14 (avg:  3.20) msec latency
[RUN #1 58%,  52 secs]  1 threads:       65169 ops,    1239 (avg:    1248) ops/sec, 1.15MB/sec (avg: 1.15MB/sec),  3.22 (avg:  3.20) msec latency
[RUN #1 60%,  53 secs]  1 threads:       66849 ops,    1231 (avg:    1247) ops/sec, 1.14MB/sec (avg: 1.15MB/sec),  3.24 (avg:  3.20) msec latency
[RUN #1 61%,  54 secs]  1 threads:       68100 ops,    1246 (avg:    1247) ops/sec, 1.15MB/sec (avg: 1.15MB/sec),  3.20 (avg:  3.20) msec latency
[RUN #1 62%,  55 secs]  1 threads:       69369 ops,    1263 (avg:    1247) ops/sec, 1.16MB/sec (avg: 1.15MB/sec),  3.16 (avg:  3.20) msec latency
[RUN #1 63%,  56 secs]  1 threads:       70594 ops,    1220 (avg:    1247) ops/sec, 1.12MB/sec (avg: 1.15MB/sec),  3.27 (avg:  3.20) msec latency
[RUN #1 64%,  57 secs]  1 threads:       71829 ops,    1225 (avg:    1247) ops/sec, 1.12MB/sec (avg: 1.15MB/sec),  3.26 (avg:  3.20) msec latency
[RUN #1 65%,  58 secs]  1 threads:       73080 ops,    1241 (avg:    1246) ops/sec, 1.11MB/sec (avg: 1.14MB/sec),  3.20 (avg:  3.20) msec latency
[RUN #1 66%,  59 secs]  1 threads:       74293 ops,    1203 (avg:    1246) ops/sec, 1.09MB/sec (avg: 1.14MB/sec),  3.34 (avg:  3.20) msec latency
[RUN #1 67%,  60 secs]  1 threads:       75509 ops,    1206 (avg:    1245) ops/sec, 1.12MB/sec (avg: 1.14MB/sec),  3.30 (avg:  3.20) msec latency
[RUN #1 68%,  61 secs]  1 threads:       76765 ops,    1246 (avg:    1245) ops/sec, 1.13MB/sec (avg: 1.14MB/sec),  3.21 (avg:  3.20) msec latency
[RUN #1 70%,  62 secs]  1 threads:       78054 ops,    1278 (avg:    1246) ops/sec, 1.21MB/sec (avg: 1.14MB/sec),  3.11 (avg:  3.20) msec latency
[RUN #1 71%,  63 secs]  1 threads:       79330 ops,    1265 (avg:    1246) ops/sec, 1.17MB/sec (avg: 1.14MB/sec),  3.15 (avg:  3.20) msec latency
[RUN #1 72%,  64 secs]  1 threads:       80608 ops,    1267 (avg:    1246) ops/sec, 1.15MB/sec (avg: 1.14MB/sec),  3.15 (avg:  3.20) msec latency
[RUN #1 73%,  65 secs]  1 threads:       81923 ops,    1304 (avg:    1247) ops/sec, 1.21MB/sec (avg: 1.15MB/sec),  3.05 (avg:  3.20) msec latency
[RUN #1 74%,  66 secs]  1 threads:       83183 ops,    1250 (avg:    1247) ops/sec, 1.13MB/sec (avg: 1.15MB/sec),  3.20 (avg:  3.20) msec latency
[RUN #1 75%,  67 secs]  1 threads:       84454 ops,    1260 (avg:    1247) ops/sec, 1.12MB/sec (avg: 1.15MB/sec),  3.16 (avg:  3.20) msec latency
[RUN #1 76%,  68 secs]  1 threads:       85715 ops,    1250 (avg:    1247) ops/sec, 1.15MB/sec (avg: 1.15MB/sec),  3.19 (avg:  3.20) msec latency
[RUN #1 77%,  69 secs]  1 threads:       86991 ops,    1270 (avg:    1248) ops/sec, 1.16MB/sec (avg: 1.15MB/sec),  3.13 (avg:  3.20) msec latency
[RUN #1 79%,  70 secs]  1 threads:       88289 ops,    1293 (avg:    1248) ops/sec, 1.18MB/sec (avg: 1.15MB/sec),  3.10 (avg:  3.19) msec latency
[RUN #1 80%,  71 secs]  1 threads:       89568 ops,    1273 (avg:    1249) ops/sec, 1.18MB/sec (avg: 1.15MB/sec),  3.13 (avg:  3.19) msec latency
[RUN #1 81%,  72 secs]  1 threads:       90862 ops,    1288 (avg:    1249) ops/sec, 1.19MB/sec (avg: 1.15MB/sec),  3.10 (avg:  3.19) msec latency
[RUN #1 82%,  73 secs]  1 threads:       92124 ops,    1256 (avg:    1249) ops/sec, 1.16MB/sec (avg: 1.15MB/sec),  3.17 (avg:  3.19) msec latency
[RUN #1 83%,  74 secs]  1 threads:       93414 ops,    1284 (avg:    1250) ops/sec, 1.18MB/sec (avg: 1.15MB/sec),  3.10 (avg:  3.19) msec latency
[RUN #1 84%,  75 secs]  1 threads:       94648 ops,    1229 (avg:    1250) ops/sec, 1.14MB/sec (avg: 1.15MB/sec),  3.24 (avg:  3.19) msec latency
[RUN #1 85%,  76 secs]  1 threads:       95862 ops,    1209 (avg:    1249) ops/sec, 1.10MB/sec (avg: 1.15MB/sec),  3.31 (avg:  3.19) msec latency
[RUN #1 86%,  77 secs]  1 threads:       97094 ops,    1227 (avg:    1249) ops/sec, 1.13MB/sec (avg: 1.15MB/sec),  3.25 (avg:  3.19) msec latency
[RUN #1 87%,  78 secs]  1 threads:       98341 ops,    1241 (avg:    1249) ops/sec, 1.13MB/sec (avg: 1.15MB/sec),  3.21 (avg:  3.19) msec latency
[RUN #1 89%,  79 secs]  1 threads:       99631 ops,    1280 (avg:    1249) ops/sec, 1.17MB/sec (avg: 1.15MB/sec),  3.09 (avg:  3.19) msec latency
[RUN #1 90%,  80 secs]  1 threads:      100935 ops,    1298 (avg:    1250) ops/sec, 1.21MB/sec (avg: 1.15MB/sec),  3.10 (avg:  3.19) msec latency
[RUN #1 91%,  81 secs]  1 threads:      102259 ops,    1318 (avg:    1251) ops/sec, 1.22MB/sec (avg: 1.15MB/sec),  3.03 (avg:  3.19) msec latency
[RUN #1 92%,  82 secs]  1 threads:      103549 ops,    1284 (avg:    1251) ops/sec, 1.19MB/sec (avg: 1.15MB/sec),  3.10 (avg:  3.19) msec latency
[RUN #1 93%,  83 secs]  1 threads:      104721 ops,    1167 (avg:    1250) ops/sec, 1.08MB/sec (avg: 1.15MB/sec),  3.42 (avg:  3.19) msec latency
[RUN #1 94%,  84 secs]  1 threads:      105999 ops,    1272 (avg:    1250) ops/sec, 1.17MB/sec (avg: 1.15MB/sec),  3.13 (avg:  3.19) msec latency
[RUN #1 95%,  85 secs]  1 threads:      107288 ops,    1278 (avg:    1251) ops/sec, 1.18MB/sec (avg: 1.15MB/sec),  3.12 (avg:  3.19) msec latency
[RUN #1 96%,  86 secs]  1 threads:      108550 ops,    1251 (avg:    1251) ops/sec, 1.19MB/sec (avg: 1.15MB/sec),  3.19 (avg:  3.19) msec latency
[RUN #1 98%,  87 secs]  1 threads:      109838 ops,    1282 (avg:    1251) ops/sec, 1.19MB/sec (avg: 1.15MB/sec),  3.11 (avg:  3.19) msec latency
[RUN #1 99%,  88 secs]  1 threads:      111152 ops,    1308 (avg:    1252) ops/sec, 1.20MB/sec (avg: 1.15MB/sec),  3.05 (avg:  3.19) msec latency
