[RUN #1 1%,   0 secs]  2 threads:        2302 ops,    2304 (avg:    2304) ops/sec, 2.36MB/sec (avg: 2.36MB/sec), 13.83 (avg: 13.83) msec latency
[RUN #1 17%,  15 secs]  2 threads:       31459 ops,    2069 (avg:    2089) ops/sec, 2.12MB/sec (avg: 2.14MB/sec), 15.39 (avg: 15.30) msec latency
[RUN #1 18%,  16 secs]  2 threads:       33552 ops,    2084 (avg:    2089) ops/sec, 2.14MB/sec (avg: 2.14MB/sec), 15.53 (avg: 15.31) msec latency
[RUN #1 19%,  17 secs]  2 threads:       35649 ops,    2088 (avg:    2089) ops/sec, 2.14MB/sec (avg: 2.14MB/sec), 15.26 (avg: 15.31) msec latency
[RUN #1 20%,  18 secs]  2 threads:       37726 ops,    2068 (avg:    2088) ops/sec, 2.12MB/sec (avg: 2.14MB/sec), 15.40 (avg: 15.31) msec latency
[RUN #1 21%,  19 secs]  2 threads:       39799 ops,    2064 (avg:    2086) ops/sec, 2.12MB/sec (avg: 2.14MB/sec), 15.43 (avg: 15.32) msec latency
[RUN #1 22%,  20 secs]  2 threads:       41890 ops,    2082 (avg:    2086) ops/sec, 2.14MB/sec (avg: 2.14MB/sec), 15.54 (avg: 15.33) msec latency
[RUN #1 23%,  21 secs]  2 threads:       43939 ops,    2040 (avg:    2084) ops/sec, 2.09MB/sec (avg: 2.14MB/sec), 15.61 (avg: 15.34) msec latency
[RUN #1 25%,  22 secs]  2 threads:       46001 ops,    2053 (avg:    2083) ops/sec, 2.11MB/sec (avg: 2.14MB/sec), 15.53 (avg: 15.35) msec latency
[RUN #1 26%,  23 secs]  2 threads:       48073 ops,    2063 (avg:    2082) ops/sec, 2.12MB/sec (avg: 2.14MB/sec), 15.45 (avg: 15.36) msec latency
[RUN #1 27%,  24 secs]  2 threads:       50159 ops,    2077 (avg:    2082) ops/sec, 2.13MB/sec (avg: 2.14MB/sec), 15.56 (avg: 15.36) msec latency
[RUN #1 28%,  25 secs]  2 threads:       52262 ops,    2094 (avg:    2082) ops/sec, 2.15MB/sec (avg: 2.14MB/sec), 15.25 (avg: 15.36) msec latency
[RUN #1 29%,  26 secs]  2 threads:       54339 ops,    2068 (avg:    2082) ops/sec, 2.12MB/sec (avg: 2.14MB/sec), 15.39 (avg: 15.36) msec latency
[RUN #1 30%,  27 secs]  2 threads:       56431 ops,    2083 (avg:    2082) ops/sec, 2.14MB/sec (avg: 2.14MB/sec), 15.29 (avg: 15.36) msec latency
[RUN #1 31%,  28 secs]  2 threads:       58523 ops,    2083 (avg:    2082) ops/sec, 2.14MB/sec (avg: 2.14MB/sec), 15.51 (avg: 15.36) msec latency
[RUN #1 32%,  29 secs]  2 threads:       60599 ops,    2067 (avg:    2081) ops/sec, 2.12MB/sec (avg: 2.14MB/sec), 15.41 (avg: 15.37) msec latency
[RUN #1 33%,  30 secs]  2 threads:       62679 ops,    2071 (avg:    2081) ops/sec, 2.13MB/sec (avg: 2.14MB/sec), 15.38 (avg: 15.37) msec latency
[RUN #1 35%,  31 secs]  2 threads:       64750 ops,    2062 (avg:    2080) ops/sec, 2.12MB/sec (avg: 2.13MB/sec), 15.45 (avg: 15.37) msec latency
[RUN #1 36%,  32 secs]  2 threads:       66843 ops,    2084 (avg:    2080) ops/sec, 2.14MB/sec (avg: 2.13MB/sec), 15.52 (avg: 15.37) msec latency
[RUN #1 37%,  33 secs]  2 threads:       68904 ops,    2052 (avg:    2079) ops/sec, 2.11MB/sec (avg: 2.13MB/sec), 15.52 (avg: 15.38) msec latency
[RUN #1 38%,  34 secs]  2 threads:       70979 ops,    2066 (avg:    2079) ops/sec, 2.12MB/sec (avg: 2.13MB/sec), 15.42 (avg: 15.38) msec latency
[RUN #1 39%,  35 secs]  2 threads:       73069 ops,    2081 (avg:    2079) ops/sec, 2.14MB/sec (avg: 2.13MB/sec), 15.54 (avg: 15.38) msec latency
[RUN #1 40%,  36 secs]  2 threads:       75158 ops,    2080 (avg:    2079) ops/sec, 2.13MB/sec (avg: 2.13MB/sec), 15.32 (avg: 15.38) msec latency
[RUN #1 41%,  37 secs]  2 threads:       77248 ops,    2081 (avg:    2079) ops/sec, 2.14MB/sec (avg: 2.13MB/sec), 15.31 (avg: 15.38) msec latency
[RUN #1 42%,  38 secs]  2 threads:       79339 ops,    2082 (avg:    2079) ops/sec, 2.14MB/sec (avg: 2.13MB/sec), 15.31 (avg: 15.38) msec latency
[RUN #1 44%,  39 secs]  2 threads:       81498 ops,    2150 (avg:    2081) ops/sec, 2.21MB/sec (avg: 2.14MB/sec), 15.05 (avg: 15.37) msec latency
[RUN #1 45%,  40 secs]  2 threads:       83582 ops,    2075 (avg:    2081) ops/sec, 2.13MB/sec (avg: 2.14MB/sec), 15.34 (avg: 15.37) msec latency
[RUN #1 46%,  41 secs]  2 threads:       85656 ops,    2065 (avg:    2081) ops/sec, 2.12MB/sec (avg: 2.14MB/sec), 15.44 (avg: 15.37) msec latency
[RUN #1 47%,  42 secs]  2 threads:       87730 ops,    2065 (avg:    2080) ops/sec, 2.12MB/sec (avg: 2.13MB/sec), 15.43 (avg: 15.37) msec latency
[RUN #1 48%,  43 secs]  2 threads:       89822 ops,    2083 (avg:    2080) ops/sec, 2.14MB/sec (avg: 2.13MB/sec), 15.52 (avg: 15.38) msec latency
[RUN #1 49%,  44 secs]  2 threads:       91879 ops,    2047 (avg:    2080) ops/sec, 2.10MB/sec (avg: 2.13MB/sec), 15.55 (avg: 15.38) msec latency
[RUN #1 50%,  45 secs]  2 threads:       93929 ops,    2043 (avg:    2079) ops/sec, 2.10MB/sec (avg: 2.13MB/sec), 15.61 (avg: 15.38) msec latency
[RUN #1 51%,  46 secs]  2 threads:       96009 ops,    2071 (avg:    2079) ops/sec, 2.13MB/sec (avg: 2.13MB/sec), 15.38 (avg: 15.38) msec latency
[RUN #1 52%,  47 secs]  2 threads:       98136 ops,    2118 (avg:    2079) ops/sec, 2.17MB/sec (avg: 2.13MB/sec), 15.29 (avg: 15.38) msec latency
[RUN #1 54%,  48 secs]  2 threads:      100195 ops,    2050 (avg:    2079) ops/sec, 2.10MB/sec (avg: 2.13MB/sec), 15.53 (avg: 15.38) msec latency
[RUN #1 55%,  49 secs]  2 threads:      102289 ops,    2085 (avg:    2079) ops/sec, 2.14MB/sec (avg: 2.13MB/sec), 15.28 (avg: 15.38) msec latency
[RUN #1 56%,  50 secs]  2 threads:      104347 ops,    2049 (avg:    2078) ops/sec, 2.10MB/sec (avg: 2.13MB/sec), 15.55 (avg: 15.39) msec latency
[RUN #1 57%,  51 secs]  2 threads:      106436 ops,    2080 (avg:    2078) ops/sec, 2.13MB/sec (avg: 2.13MB/sec), 15.55 (avg: 15.39) msec latency
[RUN #1 58%,  52 secs]  2 threads:      108529 ops,    2084 (avg:    2078) ops/sec, 2.14MB/sec (avg: 2.13MB/sec), 15.29 (avg: 15.39) msec latency
[RUN #1 59%,  53 secs]  2 threads:      110582 ops,    2044 (avg:    2078) ops/sec, 2.10MB/sec (avg: 2.13MB/sec), 15.59 (avg: 15.39) msec latency
[RUN #1 60%,  54 secs]  2 threads:      112632 ops,    2041 (avg:    2077) ops/sec, 2.09MB/sec (avg: 2.13MB/sec), 15.60 (avg: 15.39) msec latency
[RUN #1 61%,  55 secs]  2 threads:      114764 ops,    2123 (avg:    2078) ops/sec, 2.18MB/sec (avg: 2.13MB/sec), 15.24 (avg: 15.39) msec latency
[RUN #1 62%,  56 secs]  2 threads:      116812 ops,    2039 (avg:    2077) ops/sec, 2.09MB/sec (avg: 2.13MB/sec), 15.63 (avg: 15.40) msec latency
[RUN #1 64%,  57 secs]  2 threads:      118860 ops,    2039 (avg:    2077) ops/sec, 2.09MB/sec (avg: 2.13MB/sec), 15.62 (avg: 15.40) msec latency
[RUN #1 65%,  58 secs]  2 threads:      120908 ops,    2039 (avg:    2076) ops/sec, 2.09MB/sec (avg: 2.13MB/sec), 15.62 (avg: 15.40) msec latency
[RUN #1 66%,  59 secs]  2 threads:      123001 ops,    2084 (avg:    2076) ops/sec, 2.14MB/sec (avg: 2.13MB/sec), 15.53 (avg: 15.41) msec latency
[RUN #1 67%,  60 secs]  2 threads:      125089 ops,    2079 (avg:    2076) ops/sec, 2.13MB/sec (avg: 2.13MB/sec), 15.32 (avg: 15.40) msec latency
[RUN #1 68%,  61 secs]  2 threads:      127137 ops,    2039 (avg:    2076) ops/sec, 2.09MB/sec (avg: 2.13MB/sec), 15.62 (avg: 15.41) msec latency
[RUN #1 69%,  62 secs]  2 threads:      129201 ops,    2055 (avg:    2075) ops/sec, 2.11MB/sec (avg: 2.13MB/sec), 15.50 (avg: 15.41) msec latency
[RUN #1 70%,  63 secs]  2 threads:      131297 ops,    2087 (avg:    2075) ops/sec, 2.14MB/sec (avg: 2.13MB/sec), 15.51 (avg: 15.41) msec latency
[RUN #1 71%,  64 secs]  2 threads:      133386 ops,    2080 (avg:    2076) ops/sec, 2.13MB/sec (avg: 2.13MB/sec), 15.31 (avg: 15.41) msec latency
[RUN #1 73%,  65 secs]  2 threads:      135461 ops,    2066 (avg:    2075) ops/sec, 2.12MB/sec (avg: 2.13MB/sec), 15.42 (avg: 15.41) msec latency
[RUN #1 74%,  66 secs]  2 threads:      137516 ops,    2046 (avg:    2075) ops/sec, 2.10MB/sec (avg: 2.13MB/sec), 15.58 (avg: 15.41) msec latency
[RUN #1 75%,  67 secs]  2 threads:      139596 ops,    2071 (avg:    2075) ops/sec, 2.13MB/sec (avg: 2.13MB/sec), 15.62 (avg: 15.41) msec latency
[RUN #1 76%,  68 secs]  2 threads:      141650 ops,    2045 (avg:    2074) ops/sec, 2.10MB/sec (avg: 2.13MB/sec), 15.58 (avg: 15.42) msec latency
[RUN #1 77%,  69 secs]  2 threads:      143700 ops,    2041 (avg:    2074) ops/sec, 2.10MB/sec (avg: 2.13MB/sec), 15.60 (avg: 15.42) msec latency
[RUN #1 78%,  70 secs]  2 threads:      145748 ops,    2039 (avg:    2073) ops/sec, 2.09MB/sec (avg: 2.13MB/sec), 15.62 (avg: 15.42) msec latency
[RUN #1 79%,  71 secs]  2 threads:      147839 ops,    2082 (avg:    2074) ops/sec, 2.14MB/sec (avg: 2.13MB/sec), 15.54 (avg: 15.42) msec latency
[RUN #1 80%,  72 secs]  2 threads:      149902 ops,    2054 (avg:    2073) ops/sec, 2.11MB/sec (avg: 2.13MB/sec), 15.51 (avg: 15.43) msec latency
[RUN #1 81%,  73 secs]  2 threads:      151950 ops,    2039 (avg:    2073) ops/sec, 2.09MB/sec (avg: 2.13MB/sec), 15.62 (avg: 15.43) msec latency
[RUN #1 83%,  74 secs]  2 threads:      154042 ops,    2083 (avg:    2073) ops/sec, 2.14MB/sec (avg: 2.13MB/sec), 15.41 (avg: 15.43) msec latency
[RUN #1 84%,  75 secs]  2 threads:      156106 ops,    2055 (avg:    2073) ops/sec, 2.11MB/sec (avg: 2.13MB/sec), 15.65 (avg: 15.43) msec latency
[RUN #1 85%,  76 secs]  2 threads:      158168 ops,    2053 (avg:    2072) ops/sec, 2.11MB/sec (avg: 2.13MB/sec), 15.51 (avg: 15.43) msec latency
[RUN #1 86%,  77 secs]  2 threads:      160257 ops,    2080 (avg:    2073) ops/sec, 2.13MB/sec (avg: 2.13MB/sec), 15.33 (avg: 15.43) msec latency
[RUN #1 87%,  78 secs]  2 threads:      162306 ops,    2040 (avg:    2072) ops/sec, 2.09MB/sec (avg: 2.13MB/sec), 15.60 (avg: 15.43) msec latency
[RUN #1 88%,  79 secs]  2 threads:      164449 ops,    2134 (avg:    2073) ops/sec, 2.19MB/sec (avg: 2.13MB/sec), 15.16 (avg: 15.43) msec latency
[RUN #1 89%,  80 secs]  2 threads:      166497 ops,    2039 (avg:    2073) ops/sec, 2.09MB/sec (avg: 2.13MB/sec), 15.62 (avg: 15.43) msec latency
[RUN #1 90%,  81 secs]  2 threads:      168567 ops,    2061 (avg:    2072) ops/sec, 2.12MB/sec (avg: 2.13MB/sec), 15.46 (avg: 15.43) msec latency
[RUN #1 91%,  82 secs]  2 threads:      170618 ops,    2042 (avg:    2072) ops/sec, 2.10MB/sec (avg: 2.13MB/sec), 15.59 (avg: 15.43) msec latency
[RUN #1 93%,  83 secs]  2 threads:      172698 ops,    2071 (avg:    2072) ops/sec, 2.13MB/sec (avg: 2.13MB/sec), 15.62 (avg: 15.44) msec latency
[RUN #1 94%,  84 secs]  2 threads:      174750 ops,    2043 (avg:    2072) ops/sec, 2.10MB/sec (avg: 2.13MB/sec), 15.59 (avg: 15.44) msec latency
[RUN #1 95%,  85 secs]  2 threads:      176836 ops,    2077 (avg:    2072) ops/sec, 2.13MB/sec (avg: 2.13MB/sec), 15.34 (avg: 15.44) msec latency
[RUN #1 96%,  86 secs]  2 threads:      178963 ops,    2118 (avg:    2072) ops/sec, 2.17MB/sec (avg: 2.13MB/sec), 15.10 (avg: 15.43) msec latency
[RUN #1 97%,  87 secs]  2 threads:      181110 ops,    2138 (avg:    2073) ops/sec, 2.19MB/sec (avg: 2.13MB/sec), 15.08 (avg: 15.43) msec latency
[RUN #1 98%,  88 secs]  2 threads:      183170 ops,    2051 (avg:    2073) ops/sec, 2.11MB/sec (avg: 2.13MB/sec), 15.52 (avg: 15.43) msec latency
[RUN #1 99%,  89 secs]  2 threads:      185249 ops,    2070 (avg:    2073) ops/sec, 2.12MB/sec (avg: 2.13MB/sec), 15.39 (avg: 15.43) msec latency
